date,HHI,CPI
11-05-2025,202.52,73.46
12-05-2025,202.43,73.46
13-05-2025,202.48,73.48
14-05-2025,202.76,73.52
15-05-2025,202.92,73.52
16-05-2025,203.44,73.56
17-05-2025,203.44,73.57
18-05-2025,203.55,73.58
19-05-2025,203.62,73.59
20-05-2025,203.51,73.58
21-05-2025,203.4,73.57
22-05-2025,203.43,73.57
23-05-2025,204.92,73.68
24-05-2025,204.93,73.68
25-05-2025,205.07,73.7
26-05-2025,204.89,73.7
27-05-2025,204.97,73.71
28-05-2025,205.28,73.75
29-05-2025,205.44,73.76
30-05-2025,205.57,73.79
31-05-2025,207.63,73.98
01-06-2025,206.54,73.86
02-06-2025,206.74,73.88
03-06-2025,206.63,73.87
04-06-2025,205.98,73.81
05-06-2025,206.37,73.86
06-06-2025,206.29,73.88
07-06-2025,206.69,73.84
08-06-2025,207.01,73.89
09-06-2025,207.42,73.93
10-06-2025,207.51,73.95
11-06-2025,207.61,73.97
12-06-2025,207.78,73.97
13-06-2025,207.54,73.93
14-06-2025,207.59,73.94
15-06-2025,207.68,73.94
16-06-2025,207.73,73.97
17-06-2025,207.49,73.95
18-06-2025,207.64,73.93
